EndUse,Run name,FuelType,0
Fans,d_i_2126_dg5_vav,Electricity,89.49
Fans,d_i_2126_dg5_vav,Natural Gas,0.0
Fans,d_j_2126_dg6_vav,Electricity,99.85
Fans,d_j_2126_dg6_vav,Natural Gas,0.0
Fans,d_k_2126_tg1_vav,Electricity,127.84
Fans,d_k_2126_tg1_vav,Natural Gas,0.0
Fans,d_l_2126_tg2_vav,Electricity,105.6
Fans,d_l_2126_tg2_vav,Natural Gas,0.0
Fans,d_m_2126_tg3_vav,Electricity,103.14
Fans,d_m_2126_tg3_vav,Natural Gas,0.0
Fans,d_n_2126_tg4_vav,Electricity,87.39
Fans,d_n_2126_tg4_vav,Natural Gas,0.0
Fans,d_o_2126_tg5_vav,Electricity,89.32
Fans,d_o_2126_tg5_vav,Natural Gas,0.0
Fans,d_p_2126_tg6_vav,Electricity,104.65
Fans,d_p_2126_tg6_vav,Natural Gas,0.0
Fans,e_a_2126_dg_init_vav_int,Electricity,92.58
Fans,e_a_2126_dg_init_vav_int,Natural Gas,0.0
Fans,e_b_2126_dg0_vav_int,Electricity,113.05
Fans,e_b_2126_dg0_vav_int,Natural Gas,0.0
Fans,e_c_2126_sg1_vav_int,Electricity,119.73
Fans,e_c_2126_sg1_vav_int,Natural Gas,0.0
Fans,e_d_2126_sg2_vav_int,Electricity,86.04
Fans,e_d_2126_sg2_vav_int,Natural Gas,0.0
Fans,e_e_2126_dg1_vav_int,Electricity,122.55
Fans,e_e_2126_dg1_vav_int,Natural Gas,0.0
Fans,e_f_2126_dg2_vav_int,Electricity,100.21
Fans,e_f_2126_dg2_vav_int,Natural Gas,0.0
Fans,e_g_2126_dg3_vav_int,Electricity,102.17
Fans,e_g_2126_dg3_vav_int,Natural Gas,0.0
Fans,e_h_2126_dg4_vav_int,Electricity,80.08
Fans,e_h_2126_dg4_vav_int,Natural Gas,0.0
Fans,e_i_2126_dg5_vav_int,Electricity,88.77
Fans,e_i_2126_dg5_vav_int,Natural Gas,0.0
Fans,e_j_2126_dg6_vav_int,Electricity,98.74
Fans,e_j_2126_dg6_vav_int,Natural Gas,0.0
Fans,e_k_2126_tg1_vav_int,Electricity,125.54
Fans,e_k_2126_tg1_vav_int,Natural Gas,0.0
Fans,e_l_2126_tg2_vav_int,Electricity,104.44
Fans,e_l_2126_tg2_vav_int,Natural Gas,0.0
Fans,e_m_2126_tg3_vav_int,Electricity,102.05
Fans,e_m_2126_tg3_vav_int,Natural Gas,0.0
Fans,e_n_2126_tg4_vav_int,Electricity,86.9
Fans,e_n_2126_tg4_vav_int,Natural Gas,0.0
Fans,e_o_2126_tg5_vav_int,Electricity,88.78
Fans,e_o_2126_tg5_vav_int,Natural Gas,0.0
Fans,e_p_2126_tg6_vav_int,Electricity,103.66
Fans,e_p_2126_tg6_vav_int,Natural Gas,0.0
Fans,f_a_2126_dg_init_vrf,Electricity,367.0
Fans,f_a_2126_dg_init_vrf,Natural Gas,0.0
Fans,f_b_2126_dg0_vrf,Electricity,436.1
Fans,f_b_2126_dg0_vrf,Natural Gas,0.0
Fans,f_c_2126_sg1_vrf,Electricity,424.81
Fans,f_c_2126_sg1_vrf,Natural Gas,0.0
Fans,f_d_2126_sg2_vrf,Electricity,343.69
Fans,f_d_2126_sg2_vrf,Natural Gas,0.0
Fans,f_e_2126_dg1_vrf,Electricity,551.09
Fans,f_e_2126_dg1_vrf,Natural Gas,0.0
Fans,f_f_2126_dg2_vrf,Electricity,448.92
Fans,f_f_2126_dg2_vrf,Natural Gas,0.0
Fans,f_g_2126_dg3_vrf,Electricity,463.32
Fans,f_g_2126_dg3_vrf,Natural Gas,0.0
Fans,f_h_2126_dg4_vrf,Electricity,374.02
Fans,f_h_2126_dg4_vrf,Natural Gas,0.0
Fans,f_i_2126_dg5_vrf,Electricity,406.98
Fans,f_i_2126_dg5_vrf,Natural Gas,0.0
Fans,f_j_2126_dg6_vrf,Electricity,447.65
Fans,f_j_2126_dg6_vrf,Natural Gas,0.0
Fans,f_k_2126_tg1_vrf,Electricity,588.62
Fans,f_k_2126_tg1_vrf,Natural Gas,0.0
Fans,f_l_2126_tg2_vrf,Electricity,483.97
Fans,f_l_2126_tg2_vrf,Natural Gas,0.0
Fans,f_m_2126_tg3_vrf,Electricity,472.99
Fans,f_m_2126_tg3_vrf,Natural Gas,0.0
Fans,f_n_2126_tg4_vrf,Electricity,413.23
Fans,f_n_2126_tg4_vrf,Natural Gas,0.0
Fans,f_o_2126_tg5_vrf,Electricity,420.55
Fans,f_o_2126_tg5_vrf,Natural Gas,0.0
Fans,f_p_2126_tg6_vrf,Electricity,482.29
Fans,f_p_2126_tg6_vrf,Natural Gas,0.0
Fans,g_a_2126_dg_init_vrf_int,Electricity,362.58
Fans,g_a_2126_dg_init_vrf_int,Natural Gas,0.0
Fans,g_b_2126_dg0_vrf_int,Electricity,420.83
Fans,g_b_2126_dg0_vrf_int,Natural Gas,0.0
Fans,g_c_2126_sg1_vrf_int,Electricity,414.09
Fans,g_c_2126_sg1_vrf_int,Natural Gas,0.0
Fans,g_d_2126_sg2_vrf_int,Electricity,341.34
Fans,g_d_2126_sg2_vrf_int,Natural Gas,0.0
Fans,g_e_2126_dg1_vrf_int,Electricity,528.6
Fans,g_e_2126_dg1_vrf_int,Natural Gas,0.0
Fans,g_f_2126_dg2_vrf_int,Electricity,441.39
Fans,g_f_2126_dg2_vrf_int,Natural Gas,0.0
Fans,g_g_2126_dg3_vrf_int,Electricity,455.08
Fans,g_g_2126_dg3_vrf_int,Natural Gas,0.0
Fans,g_h_2126_dg4_vrf_int,Electricity,373.13
Fans,g_h_2126_dg4_vrf_int,Natural Gas,0.0
Fans,g_i_2126_dg5_vrf_int,Electricity,403.94
Fans,g_i_2126_dg5_vrf_int,Natural Gas,0.0
Fans,g_j_2126_dg6_vrf_int,Electricity,440.93
Fans,g_j_2126_dg6_vrf_int,Natural Gas,0.0
Fans,g_k_2126_tg1_vrf_int,Electricity,567.99
Fans,g_k_2126_tg1_vrf_int,Natural Gas,0.0
Fans,g_l_2126_tg2_vrf_int,Electricity,477.27
Fans,g_l_2126_tg2_vrf_int,Natural Gas,0.0
Fans,g_m_2126_tg3_vrf_int,Electricity,467.15
Fans,g_m_2126_tg3_vrf_int,Natural Gas,0.0
Fans,g_n_2126_tg4_vrf_int,Electricity,412.47
Fans,g_n_2126_tg4_vrf_int,Natural Gas,0.0
Fans,g_o_2126_tg5_vrf_int,Electricity,419.05
Fans,g_o_2126_tg5_vrf_int,Natural Gas,0.0
Fans,g_p_2126_tg6_vrf_int,Electricity,476.16
Fans,g_p_2126_tg6_vrf_int,Natural Gas,0.0
Fans,h_a_2126_dg_init_wtw,Electricity,84.46
Fans,h_a_2126_dg_init_wtw,Natural Gas,0.0
Fans,h_b_2126_dg0_wtw,Electricity,101.32
Fans,h_b_2126_dg0_wtw,Natural Gas,0.0
Fans,h_c_2126_dg4_wtw,Electricity,77.78
Fans,h_c_2126_dg4_wtw,Natural Gas,0.0
Fans,h_d_2126_dg5_wtw,Electricity,84.43
Fans,h_d_2126_dg5_wtw,Natural Gas,0.0
Fans,h_e_2126_dg6_wtw,Electricity,92.43
Fans,h_e_2126_dg6_wtw,Natural Gas,0.0
Fans,h_f_2126_tg4_wtw,Electricity,84.19
Fans,h_f_2126_tg4_wtw,Natural Gas,0.0
Fans,h_g_2126_tg5_wtw,Electricity,85.35
Fans,h_g_2126_tg5_wtw,Natural Gas,0.0
Fans,h_h_2126_tg6_wtw,Electricity,96.76
Fans,h_h_2126_tg6_wtw,Natural Gas,0.0
Fans,i_a_2126_dg_init_vav_int,Electricity,92.58
Fans,i_a_2126_dg_init_vav_int,Natural Gas,0.0
Fans,i_b_2126_dg5k,Electricity,95.3
Fans,i_b_2126_dg5k,Natural Gas,0.0
Fans,i_c_2126_tg5k,Electricity,91.88
Fans,i_c_2126_tg5k,Natural Gas,0.0
Fans,i_d_2126_tg5x,Electricity,93.6
Fans,i_d_2126_tg5x,Natural Gas,0.0
Fans,i_e_2126_ccf,Electricity,83.8
Fans,i_e_2126_ccf,Natural Gas,0.0
Fans,i_f_2126_dg_vacuum,Electricity,97.97
Fans,i_f_2126_dg_vacuum,Natural Gas,0.0
Fans,i_g_2126_dg_smart,Electricity,75.23
Fans,i_g_2126_dg_smart,Natural Gas,0.0
Fans,i_h_2126_dsf_min,Electricity,100.32416666666666
Fans,i_h_2126_dsf_min,Natural Gas,0.0
Fans,i_i_2126_dsf_mean,Electricity,100.32416666666666
Fans,i_i_2126_dsf_mean,Natural Gas,0.0
Fans,i_j_2126_dsf_max,Electricity,100.32416666666666
Fans,i_j_2126_dsf_max,Natural Gas,0.0
Fans,j_a_2124_dg_init,Electricity,119.81
Fans,j_a_2124_dg_init,Natural Gas,0.0
Fans,j_b_2124_dg0,Electricity,145.27
Fans,j_b_2124_dg0,Natural Gas,0.0
Fans,j_c_2124_dg4,Electricity,102.12
Fans,j_c_2124_dg4,Natural Gas,0.0
Fans,j_d_2124_dg5,Electricity,112.53
Fans,j_d_2124_dg5,Natural Gas,0.0
Fans,j_e_2124_dg6,Electricity,124.55
Fans,j_e_2124_dg6,Natural Gas,0.0
Fans,j_f_2124_tg4,Electricity,109.74
Fans,j_f_2124_tg4,Natural Gas,0.0
Fans,j_g_2124_tg5,Electricity,111.8
Fans,j_g_2124_tg5,Natural Gas,0.0
Fans,j_h_2124_tg6,Electricity,129.05
Fans,j_h_2124_tg6,Natural Gas,0.0
Fans,k_a_1927_dg_init_ext,Electricity,54.58
Fans,k_a_1927_dg_init_ext,Natural Gas,0.0
Fans,k_b_1927_dg0_ext,Electricity,58.02
Fans,k_b_1927_dg0_ext,Natural Gas,0.0
Fans,k_c_1927_dg4_ext,Electricity,62.01
Fans,k_c_1927_dg4_ext,Natural Gas,0.0
Fans,k_d_1927_dg5_ext,Electricity,63.62
Fans,k_d_1927_dg5_ext,Natural Gas,0.0
Fans,k_e_1927_dg6_ext,Electricity,66.91
Fans,k_e_1927_dg6_ext,Natural Gas,0.0
Fans,k_f_1927_tg4_ext,Electricity,71.65
Fans,k_f_1927_tg4_ext,Natural Gas,0.0
Fans,k_g_1927_tg5_ext,Electricity,70.72
Fans,k_g_1927_tg5_ext,Natural Gas,0.0
Fans,k_h_1927_tg6_ext,Electricity,76.04
Fans,k_h_1927_tg6_ext,Natural Gas,0.0
Fans,l_a_2126_dg_init_intgain,Electricity,102.1
Fans,l_a_2126_dg_init_intgain,Natural Gas,0.0
Fans,l_b_2126_dg0_intgain,Electricity,122.77
Fans,l_b_2126_dg0_intgain,Natural Gas,0.0
Fans,l_c_2126_dg4_intgain,Electricity,94.42
Fans,l_c_2126_dg4_intgain,Natural Gas,0.0
Fans,l_d_2126_dg5_intgain,Electricity,102.86
Fans,l_d_2126_dg5_intgain,Natural Gas,0.0
Fans,l_e_2126_dg6_intgain,Electricity,112.58
Fans,l_e_2126_dg6_intgain,Natural Gas,0.0
Fans,l_f_2126_tg4_intgain,Electricity,104.14
Fans,l_f_2126_tg4_intgain,Natural Gas,0.0
Fans,l_g_2126_tg5_intgain,Electricity,105.65
Fans,l_g_2126_tg5_intgain,Natural Gas,0.0
Fans,l_h_2126_tg6_intgain,Electricity,119.29
Fans,l_h_2126_tg6_intgain,Natural Gas,0.0
Fans,m_a_2126_dg_init_intgain,Electricity,85.68
Fans,m_a_2126_dg_init_intgain,Natural Gas,0.0
Fans,m_b_2126_dg0_intgain,Electricity,106.08
Fans,m_b_2126_dg0_intgain,Natural Gas,0.0
Fans,m_c_2126_dg4_intgain,Electricity,70.22
Fans,m_c_2126_dg4_intgain,Natural Gas,0.0
Fans,m_d_2126_dg5_intgain,Electricity,79.01
Fans,m_d_2126_dg5_intgain,Natural Gas,0.0
Fans,m_e_2126_dg6_intgain,Electricity,88.98
Fans,m_e_2126_dg6_intgain,Natural Gas,0.0
Fans,m_f_2126_tg4_intgain,Electricity,75.19
Fans,m_f_2126_tg4_intgain,Natural Gas,0.0
Fans,m_g_2126_tg5_intgain,Electricity,77.29
Fans,m_g_2126_tg5_intgain,Natural Gas,0.0
Fans,m_h_2126_tg6_intgain,Electricity,92.58
Fans,m_h_2126_tg6_intgain,Natural Gas,0.0
Fans,n_a_2126_dg_init_cc,Electricity,97.97
Fans,n_a_2126_dg_init_cc,Natural Gas,0.0
Fans,n_b_2126_dg0_cc,Electricity,117.76
Fans,n_b_2126_dg0_cc,Natural Gas,0.0
Fans,n_c_2126_dg4_cc,Electricity,88.09
Fans,n_c_2126_dg4_cc,Natural Gas,0.0
Fans,n_d_2126_dg5_cc,Electricity,95.99
Fans,n_d_2126_dg5_cc,Natural Gas,0.0
Fans,n_e_2126_dg6_cc,Electricity,105.05
Fans,n_e_2126_dg6_cc,Natural Gas,0.0
Fans,n_f_2126_tg4_cc,Electricity,94.94
Fans,n_f_2126_tg4_cc,Natural Gas,0.0
Fans,n_g_2126_tg5_cc,Electricity,96.4
Fans,n_g_2126_tg5_cc,Natural Gas,0.0
Fans,n_h_2126_tg6_cc,Electricity,109.3
Fans,n_h_2126_tg6_cc,Natural Gas,0.0
Fans,o_a_2124_dg_init_cc,Electricity,127.19
Fans,o_a_2124_dg_init_cc,Natural Gas,0.0
Fans,o_b_2124_dg0_cc,Electricity,151.83
Fans,o_b_2124_dg0_cc,Natural Gas,0.0
Fans,o_c_2124_dg4_cc,Electricity,111.94
Fans,o_c_2124_dg4_cc,Natural Gas,0.0
Fans,o_d_2124_dg5_cc,Electricity,121.12
Fans,o_d_2124_dg5_cc,Natural Gas,0.0
Fans,o_e_2124_dg6_cc,Electricity,132.13
Fans,o_e_2124_dg6_cc,Natural Gas,0.0
Fans,o_f_2124_tg4_cc,Electricity,119.22
Fans,o_f_2124_tg4_cc,Natural Gas,0.0
Fans,o_g_2124_tg5_cc,Electricity,120.75
Fans,o_g_2124_tg5_cc,Natural Gas,0.0
Fans,o_h_2124_tg6_cc,Electricity,135.98
Fans,o_h_2124_tg6_cc,Natural Gas,0.0
Fans,p_a_1927_dg_init_cc,Electricity,62.85
Fans,p_a_1927_dg_init_cc,Natural Gas,0.0
Fans,p_b_1927_dg0_cc,Electricity,66.31
Fans,p_b_1927_dg0_cc,Natural Gas,0.0
Fans,p_c_1927_dg4_cc,Electricity,71.32
Fans,p_c_1927_dg4_cc,Natural Gas,0.0
Fans,p_d_1927_dg5_cc,Electricity,72.96
Fans,p_d_1927_dg5_cc,Natural Gas,0.0
Fans,p_e_1927_dg6_cc,Electricity,76.47
Fans,p_e_1927_dg6_cc,Natural Gas,0.0
Fans,p_f_1927_tg4_cc,Electricity,80.71
Fans,p_f_1927_tg4_cc,Natural Gas,0.0
Fans,p_g_1927_tg5_cc,Electricity,79.65
Fans,p_g_1927_tg5_cc,Natural Gas,0.0
Fans,p_h_1927_tg6_cc,Electricity,85.29
Fans,p_h_1927_tg6_cc,Natural Gas,0.0
Heat Rejection,a_a_2126_dg_init,Electricity,107.99
Heat Rejection,a_a_2126_dg_init,Natural Gas,0.0
Heat Rejection,a_b_2126_dg0,Electricity,122.18
Heat Rejection,a_b_2126_dg0,Natural Gas,0.0
Heat Rejection,a_c_2126_sg1,Electricity,79.52
Heat Rejection,a_c_2126_sg1,Natural Gas,0.0
Heat Rejection,a_d_2126_sg2,Electricity,93.41
Heat Rejection,a_d_2126_sg2,Natural Gas,0.0
Heat Rejection,a_e_2126_dg1,Electricity,185.54
Heat Rejection,a_e_2126_dg1,Natural Gas,0.0
Heat Rejection,a_f_2126_dg2,Electricity,166.24
Heat Rejection,a_f_2126_dg2,Natural Gas,0.0
Heat Rejection,a_g_2126_dg3,Electricity,173.47
Heat Rejection,a_g_2126_dg3,Natural Gas,0.0
Heat Rejection,a_h_2126_dg4,Electricity,152.37
Heat Rejection,a_h_2126_dg4,Natural Gas,0.0
Heat Rejection,a_i_2126_dg5,Electricity,160.47
Heat Rejection,a_i_2126_dg5,Natural Gas,0.0
Heat Rejection,a_j_2126_dg6,Electricity,169.42
Heat Rejection,a_j_2126_dg6,Natural Gas,0.0
Heat Rejection,a_k_2126_tg1,Electricity,211.84
Heat Rejection,a_k_2126_tg1,Natural Gas,0.0
Heat Rejection,a_l_2126_tg2,Electricity,189.42
Heat Rejection,a_l_2126_tg2,Natural Gas,0.0
Heat Rejection,a_m_2126_tg3,Electricity,187.01
Heat Rejection,a_m_2126_tg3,Natural Gas,0.0
Heat Rejection,a_n_2126_tg4,Electricity,181.0
Heat Rejection,a_n_2126_tg4,Natural Gas,0.0
Heat Rejection,a_o_2126_tg5,Electricity,182.16
Heat Rejection,a_o_2126_tg5,Natural Gas,0.0
Heat Rejection,a_p_2126_tg6,Electricity,193.55
Heat Rejection,a_p_2126_tg6,Natural Gas,0.0
Heat Rejection,b_a_2126_dg_init_int,Electricity,104.8
Heat Rejection,b_a_2126_dg_init_int,Natural Gas,0.0
Heat Rejection,b_b_2126_dg0_int,Electricity,112.97
Heat Rejection,b_b_2126_dg0_int,Natural Gas,0.0
Heat Rejection,b_c_2126_sg1_int,Electricity,73.8
Heat Rejection,b_c_2126_sg1_int,Natural Gas,0.0
Heat Rejection,b_d_2126_sg2_int,Electricity,92.36
Heat Rejection,b_d_2126_sg2_int,Natural Gas,0.0
Heat Rejection,b_e_2126_dg1_int,Electricity,173.89
Heat Rejection,b_e_2126_dg1_int,Natural Gas,0.0
Heat Rejection,b_f_2126_dg2_int,Electricity,161.61
Heat Rejection,b_f_2126_dg2_int,Natural Gas,0.0
Heat Rejection,b_g_2126_dg3_int,Electricity,168.74
Heat Rejection,b_g_2126_dg3_int,Natural Gas,0.0
Heat Rejection,b_h_2126_dg4_int,Electricity,151.51
Heat Rejection,b_h_2126_dg4_int,Natural Gas,0.0
Heat Rejection,b_i_2126_dg5_int,Electricity,158.26
Heat Rejection,b_i_2126_dg5_int,Natural Gas,0.0
Heat Rejection,b_j_2126_dg6_int,Electricity,165.59
Heat Rejection,b_j_2126_dg6_int,Natural Gas,0.0
Heat Rejection,b_k_2126_tg1_int,Electricity,200.02
Heat Rejection,b_k_2126_tg1_int,Natural Gas,0.0
Heat Rejection,b_l_2126_tg2_int,Electricity,185.92
Heat Rejection,b_l_2126_tg2_int,Natural Gas,0.0
Heat Rejection,b_m_2126_tg3_int,Electricity,183.87
Heat Rejection,b_m_2126_tg3_int,Natural Gas,0.0
Heat Rejection,b_n_2126_tg4_int,Electricity,180.67
Heat Rejection,b_n_2126_tg4_int,Natural Gas,0.0
Heat Rejection,b_o_2126_tg5_int,Electricity,181.24
Heat Rejection,b_o_2126_tg5_int,Natural Gas,0.0
Heat Rejection,b_p_2126_tg6_int,Electricity,190.41
Heat Rejection,b_p_2126_tg6_int,Natural Gas,0.0
Heat Rejection,c_a_2126_dg_init_ext,Electricity,106.99
Heat Rejection,c_a_2126_dg_init_ext,Natural Gas,0.0
Heat Rejection,c_b_2126_dg0_ext,Electricity,113.37
Heat Rejection,c_b_2126_dg0_ext,Natural Gas,0.0
Heat Rejection,c_c_2126_sg1_ext,Electricity,81.46
Heat Rejection,c_c_2126_sg1_ext,Natural Gas,0.0
Heat Rejection,c_d_2126_sg2_ext,Electricity,95.84
Heat Rejection,c_d_2126_sg2_ext,Natural Gas,0.0
Heat Rejection,c_e_2126_dg1_ext,Electricity,174.89
Heat Rejection,c_e_2126_dg1_ext,Natural Gas,0.0
Heat Rejection,c_f_2126_dg2_ext,Electricity,158.11
Heat Rejection,c_f_2126_dg2_ext,Natural Gas,0.0
Heat Rejection,c_g_2126_dg3_ext,Electricity,165.87
Heat Rejection,c_g_2126_dg3_ext,Natural Gas,0.0
Heat Rejection,c_h_2126_dg4_ext,Electricity,150.97
Heat Rejection,c_h_2126_dg4_ext,Natural Gas,0.0
Heat Rejection,c_i_2126_dg5_ext,Electricity,155.09
Heat Rejection,c_i_2126_dg5_ext,Natural Gas,0.0
Heat Rejection,c_j_2126_dg6_ext,Electricity,162.07
Heat Rejection,c_j_2126_dg6_ext,Natural Gas,0.0
Heat Rejection,c_k_2126_tg1_ext,Electricity,203.49
Heat Rejection,c_k_2126_tg1_ext,Natural Gas,0.0
Heat Rejection,c_l_2126_tg2_ext,Electricity,185.54
Heat Rejection,c_l_2126_tg2_ext,Natural Gas,0.0
Heat Rejection,c_m_2126_tg3_ext,Electricity,182.56
Heat Rejection,c_m_2126_tg3_ext,Natural Gas,0.0
Heat Rejection,c_n_2126_tg4_ext,Electricity,179.66
Heat Rejection,c_n_2126_tg4_ext,Natural Gas,0.0
Heat Rejection,c_o_2126_tg5_ext,Electricity,178.83
Heat Rejection,c_o_2126_tg5_ext,Natural Gas,0.0
Heat Rejection,c_p_2126_tg6_ext,Electricity,190.02
Heat Rejection,c_p_2126_tg6_ext,Natural Gas,0.0
Heat Rejection,d_a_2126_dg_init_vav,Electricity,57.68
Heat Rejection,d_a_2126_dg_init_vav,Natural Gas,0.0
Heat Rejection,d_b_2126_dg0_vav,Electricity,72.81
Heat Rejection,d_b_2126_dg0_vav,Natural Gas,0.0
Heat Rejection,d_c_2126_sg1_vav,Electricity,70.92
Heat Rejection,d_c_2126_sg1_vav,Natural Gas,0.0
Heat Rejection,d_d_2126_sg2_vav,Electricity,55.94
Heat Rejection,d_d_2126_sg2_vav,Natural Gas,0.0
Heat Rejection,d_e_2126_dg1_vav,Electricity,96.27
Heat Rejection,d_e_2126_dg1_vav,Natural Gas,0.0
Heat Rejection,d_f_2126_dg2_vav,Electricity,74.37
Heat Rejection,d_f_2126_dg2_vav,Natural Gas,0.0
Heat Rejection,d_g_2126_dg3_vav,Electricity,77.45
Heat Rejection,d_g_2126_dg3_vav,Natural Gas,0.0
Heat Rejection,d_h_2126_dg4_vav,Electricity,65.19
Heat Rejection,d_h_2126_dg4_vav,Natural Gas,0.0
Heat Rejection,d_i_2126_dg5_vav,Electricity,68.65
Heat Rejection,d_i_2126_dg5_vav,Natural Gas,0.0
Heat Rejection,d_j_2126_dg6_vav,Electricity,74.28
Heat Rejection,d_j_2126_dg6_vav,Natural Gas,0.0
Heat Rejection,d_k_2126_tg1_vav,Electricity,106.86
Heat Rejection,d_k_2126_tg1_vav,Natural Gas,0.0
Heat Rejection,d_l_2126_tg2_vav,Electricity,83.32
Heat Rejection,d_l_2126_tg2_vav,Natural Gas,0.0
Heat Rejection,d_m_2126_tg3_vav,Electricity,81.23
Heat Rejection,d_m_2126_tg3_vav,Natural Gas,0.0
Heat Rejection,d_n_2126_tg4_vav,Electricity,74.3
Heat Rejection,d_n_2126_tg4_vav,Natural Gas,0.0
Heat Rejection,d_o_2126_tg5_vav,Electricity,74.58
Heat Rejection,d_o_2126_tg5_vav,Natural Gas,0.0
Heat Rejection,d_p_2126_tg6_vav,Electricity,84.42
Heat Rejection,d_p_2126_tg6_vav,Natural Gas,0.0
Heat Rejection,e_a_2126_dg_init_vav_int,Electricity,57.37
Heat Rejection,e_a_2126_dg_init_vav_int,Natural Gas,0.0
Heat Rejection,e_b_2126_dg0_vav_int,Electricity,71.08
Heat Rejection,e_b_2126_dg0_vav_int,Natural Gas,0.0
Heat Rejection,e_c_2126_sg1_vav_int,Electricity,69.81
Heat Rejection,e_c_2126_sg1_vav_int,Natural Gas,0.0
Heat Rejection,e_d_2126_sg2_vav_int,Electricity,55.82
Heat Rejection,e_d_2126_sg2_vav_int,Natural Gas,0.0
Heat Rejection,e_e_2126_dg1_vav_int,Electricity,93.36
Heat Rejection,e_e_2126_dg1_vav_int,Natural Gas,0.0
Heat Rejection,e_f_2126_dg2_vav_int,Electricity,73.36
Heat Rejection,e_f_2126_dg2_vav_int,Natural Gas,0.0
Heat Rejection,e_g_2126_dg3_vav_int,Electricity,76.29
Heat Rejection,e_g_2126_dg3_vav_int,Natural Gas,0.0
Heat Rejection,e_h_2126_dg4_vav_int,Electricity,65.19
Heat Rejection,e_h_2126_dg4_vav_int,Natural Gas,0.0
Heat Rejection,e_i_2126_dg5_vav_int,Electricity,68.58
Heat Rejection,e_i_2126_dg5_vav_int,Natural Gas,0.0
Heat Rejection,e_j_2126_dg6_vav_int,Electricity,73.65
Heat Rejection,e_j_2126_dg6_vav_int,Natural Gas,0.0
Heat Rejection,e_k_2126_tg1_vav_int,Electricity,103.83
Heat Rejection,e_k_2126_tg1_vav_int,Natural Gas,0.0
Heat Rejection,e_l_2126_tg2_vav_int,Electricity,82.48
Heat Rejection,e_l_2126_tg2_vav_int,Natural Gas,0.0
Heat Rejection,e_m_2126_tg3_vav_int,Electricity,80.47
Heat Rejection,e_m_2126_tg3_vav_int,Natural Gas,0.0
Heat Rejection,e_n_2126_tg4_vav_int,Electricity,74.4
Heat Rejection,e_n_2126_tg4_vav_int,Natural Gas,0.0
Heat Rejection,e_o_2126_tg5_vav_int,Electricity,74.68
Heat Rejection,e_o_2126_tg5_vav_int,Natural Gas,0.0
Heat Rejection,e_p_2126_tg6_vav_int,Electricity,83.62
Heat Rejection,e_p_2126_tg6_vav_int,Natural Gas,0.0
Heat Rejection,f_a_2126_dg_init_vrf,Electricity,0.0
Heat Rejection,f_a_2126_dg_init_vrf,Natural Gas,0.0
Heat Rejection,f_b_2126_dg0_vrf,Electricity,0.0
Heat Rejection,f_b_2126_dg0_vrf,Natural Gas,0.0
Heat Rejection,f_c_2126_sg1_vrf,Electricity,0.0
Heat Rejection,f_c_2126_sg1_vrf,Natural Gas,0.0
Heat Rejection,f_d_2126_sg2_vrf,Electricity,0.0
Heat Rejection,f_d_2126_sg2_vrf,Natural Gas,0.0
Heat Rejection,f_e_2126_dg1_vrf,Electricity,0.0
Heat Rejection,f_e_2126_dg1_vrf,Natural Gas,0.0
Heat Rejection,f_f_2126_dg2_vrf,Electricity,0.0
Heat Rejection,f_f_2126_dg2_vrf,Natural Gas,0.0
Heat Rejection,f_g_2126_dg3_vrf,Electricity,0.0
Heat Rejection,f_g_2126_dg3_vrf,Natural Gas,0.0
Heat Rejection,f_h_2126_dg4_vrf,Electricity,0.0
Heat Rejection,f_h_2126_dg4_vrf,Natural Gas,0.0
Heat Rejection,f_i_2126_dg5_vrf,Electricity,0.0
Heat Rejection,f_i_2126_dg5_vrf,Natural Gas,0.0
Heat Rejection,f_j_2126_dg6_vrf,Electricity,0.0
Heat Rejection,f_j_2126_dg6_vrf,Natural Gas,0.0
Heat Rejection,f_k_2126_tg1_vrf,Electricity,0.0
Heat Rejection,f_k_2126_tg1_vrf,Natural Gas,0.0
Heat Rejection,f_l_2126_tg2_vrf,Electricity,0.0
Heat Rejection,f_l_2126_tg2_vrf,Natural Gas,0.0
Heat Rejection,f_m_2126_tg3_vrf,Electricity,0.0
Heat Rejection,f_m_2126_tg3_vrf,Natural Gas,0.0
Heat Rejection,f_n_2126_tg4_vrf,Electricity,0.0
Heat Rejection,f_n_2126_tg4_vrf,Natural Gas,0.0
Heat Rejection,f_o_2126_tg5_vrf,Electricity,0.0
Heat Rejection,f_o_2126_tg5_vrf,Natural Gas,0.0
Heat Rejection,f_p_2126_tg6_vrf,Electricity,0.0
Heat Rejection,f_p_2126_tg6_vrf,Natural Gas,0.0
Heat Rejection,g_a_2126_dg_init_vrf_int,Electricity,0.0
Heat Rejection,g_a_2126_dg_init_vrf_int,Natural Gas,0.0
Heat Rejection,g_b_2126_dg0_vrf_int,Electricity,0.0
Heat Rejection,g_b_2126_dg0_vrf_int,Natural Gas,0.0
Heat Rejection,g_c_2126_sg1_vrf_int,Electricity,0.0
Heat Rejection,g_c_2126_sg1_vrf_int,Natural Gas,0.0
Heat Rejection,g_d_2126_sg2_vrf_int,Electricity,0.0
Heat Rejection,g_d_2126_sg2_vrf_int,Natural Gas,0.0
Heat Rejection,g_e_2126_dg1_vrf_int,Electricity,0.0
Heat Rejection,g_e_2126_dg1_vrf_int,Natural Gas,0.0
