,"market for curtain wall, triple glazing, coated, high perf alu frame","market for curtain wall, smart glazing, high perf alu frame","market for curtain wall, vacuum double glazing, coated, high perf alu frame","market for curtain wall, triple glazing, two coatings, xenon, high perf alu frame","market for curtain wall, double glazing, coated, high perf alu frame","market for curtain wall, single glazing, coated, low perf alu frame","market for curtain wall, double glazing, coated, krypton, high perf alu frame","market for curtain wall, triple glazing, two coatings, krypton, high perf alu frame","market for curtain wall, double glazing, two coatings, high perf alu frame","market for curtain wall, single glazing, low perf alu frame","market for curtain wall, double glazing, low perf alu frame","market for curtain wall, double skin facade","market for curtain wall, ccf","market for curtain wall, triple glazing, two coatings, high perf alu frame"
358,211.51067586671005,390.14116414695695,186.34947650531777,260.5396911779344,184.53825488816202,153.24912160252953,189.22560241828873,220.55872422094484,185.36934322075766,152.41460682178774,180.11776315329786,330.67876412527465,479.721788292317,211.18403095753035
359,232.04658449128692,518.3670540469351,206.28921888943347,267.6073023890183,203.68853446830843,170.36545570406372,211.98629970291233,248.37132817564438,204.5779155395854,169.47240703599525,198.5383290356644,367.1938333256461,515.5770870920495,231.77579723554354
360,199.75505163872387,475.07343027299316,174.48442267106861,253.24686343957228,172.7801665983334,141.14263297054205,176.6730424953081,207.40359430337955,173.71136319236552,140.20759905755534,167.97309718769608,308.9545336605061,458.4809328523582,199.61784408847842
361,198.46941620921652,302.0491864739695,172.54973321608082,240.00250906753885,171.30757592337983,139.36716982055054,175.8450956360301,207.06327454487243,172.04027433384508,138.63144971333378,166.8943811573832,303.2393970688041,454.923930492689,197.98823383888495
362,203.2710127031348,333.7898892077279,177.83945532959387,245.96269532255593,176.13184052792516,144.10424207484775,180.6035349590311,212.0587321254424,176.9767350921014,143.25586486167205,171.1055100443715,312.83757426757035,466.924046721887,203.1153420910774
363,196.52153126897693,286.7859608966006,171.83613648472002,248.05476318825242,169.9686024652537,138.34189191609954,175.1497192870595,206.6287698185272,170.8906042213234,137.41608879469334,164.5353773799505,302.6783177935514,459.4665711533069,196.26653434635867
364,193.72013459038928,487.00954139690793,168.80817861400763,214.26740219263124,167.62244044040753,136.90815183765173,172.49604241521135,203.05117662106062,168.41921373010527,136.10809355912733,163.19324226353217,297.58988059396427,437.60175107692004,193.30397889573055
365,211.7044417557908,525.0464476932655,188.0173796093098,243.69543871943335,185.67026999166703,154.61482319704388,190.46911574741642,221.34749613800977,186.49030427777845,153.79141123838167,180.76592649420968,335.03450357134653,458.7064552547495,211.74980711308822
366,206.1707729775499,272.3097966077367,181.66554642203243,249.60614964704965,180.0802988714932,148.4278961012211,184.83414293925094,215.650207817412,181.11777039453278,147.3861471237813,174.39787323625305,320.2597743514006,447.2493367171521,206.1425188755325
367,211.95696870804954,329.3966471423854,186.13333665720936,248.89803048811837,184.31782567581482,151.52118232390862,191.96860622774494,226.75785997837622,185.2375754154874,150.59763904273623,179.12417117571664,326.66844426366504,478.8590597627015,211.45629870610355
368,210.62271002816047,342.3515543950165,184.42365765722818,248.03711321673433,183.01350857653625,150.86764980527101,189.22664318664005,222.7733169872937,183.7313516714492,150.1468499922108,178.00085086379647,327.1740192507528,489.6407740473598,210.34704542968538
