,"market for curtain wall, triple glazing, coated, high perf alu frame","market for curtain wall, smart glazing, high perf alu frame","market for curtain wall, vacuum double glazing, coated, high perf alu frame","market for curtain wall, triple glazing, two coatings, xenon, high perf alu frame","market for curtain wall, double glazing, coated, high perf alu frame","market for curtain wall, single glazing, coated, low perf alu frame","market for curtain wall, double glazing, coated, krypton, high perf alu frame","market for curtain wall, triple glazing, two coatings, krypton, high perf alu frame","market for curtain wall, double glazing, two coatings, high perf alu frame","market for curtain wall, single glazing, low perf alu frame","market for curtain wall, double glazing, low perf alu frame","market for curtain wall, double skin facade","market for curtain wall, ccf","market for curtain wall, triple glazing, two coatings, high perf alu frame"
11,2.8626607756017133e-05,3.8934854760057375e-05,2.5062119382332966e-05,3.0133299228514804e-05,2.5013122962134672e-05,1.9488816197494272e-05,2.526025907332159e-05,2.8672764667035545e-05,2.5151489796139275e-05,1.9349877391435205e-05,2.269176119427917e-05,4.163090762870496e-05,6.318906205778162e-05,2.817850181656316e-05
12,3.2080123305035735e-05,4.79373991241419e-05,2.846287509833493e-05,3.453855842506892e-05,2.826183608324152e-05,2.2361326834125768e-05,2.850338511282367e-05,3.216208097976463e-05,2.8388606645035834e-05,2.223403274992079e-05,2.5757619659918406e-05,4.800727052181952e-05,7.085827686669368e-05,3.167898226325737e-05
13,2.9380807804576648e-05,4.277967484563901e-05,2.575898689023918e-05,3.16778272988452e-05,2.5433448346074546e-05,2.0339216741749534e-05,2.568651716517631e-05,2.9585097449198798e-05,2.5559021628615616e-05,2.0213125792314785e-05,2.4476597413495664e-05,4.193962153066268e-05,5.6157060185702306e-05,2.907895967164957e-05
14,2.619715665587744e-05,4.28914955286761e-05,2.3023467656323066e-05,2.9106635786686057e-05,2.2714174133937616e-05,1.8249875818870434e-05,2.294429535565666e-05,2.644780840016679e-05,2.2863473202573582e-05,1.8099961840152813e-05,2.180983171217895e-05,3.845185168546455e-05,5.184210917951401e-05,2.5987566212677757e-05
15,1.968868965692438e-05,5.2344049155037515e-05,1.734136411319853e-05,2.1003188353585833e-05,1.7154756825993235e-05,1.3257416212405053e-05,1.7332442258628458e-05,1.9896395207360934e-05,1.7228294520169258e-05,1.3183575346483364e-05,1.5603517907549193e-05,2.8033430602620493e-05,4.124645902476231e-05,1.9541023883231304e-05
16,2.622572822692642e-05,4.4832485971625335e-05,2.273046502769823e-05,2.886972018022762e-05,2.24248974954904e-05,1.7715253673985093e-05,2.2633868960865206e-05,2.6428565682014274e-05,2.2537440157542556e-05,1.7602246746685786e-05,2.1857612009049224e-05,3.6399330269155904e-05,4.805497638138961e-05,2.6010622631831398e-05
17,2.012886630005892e-05,3.609797905868538e-05,1.758100289400847e-05,2.165169413643855e-05,1.7390784144736442e-05,1.3829538647147154e-05,1.7497306134501753e-05,2.0215582243168303e-05,1.7462413977579735e-05,1.3757613353880198e-05,1.673237082548976e-05,2.9129517178240678e-05,3.8765497721126594e-05,2.000253817763736e-05
18,3.230747927233068e-05,5.494952205372027e-05,2.7776859051083865e-05,3.790504465961188e-05,2.7480600002811437e-05,2.056676760827145e-05,2.7746291526685033e-05,3.251240772963354e-05,2.7627068849092424e-05,2.0419694572685658e-05,2.5584400723112073e-05,4.519299222929341e-05,6.488258352448929e-05,3.198102544381885e-05
19,2.2237645881558896e-05,3.5235002086428914e-05,1.9642121653542016e-05,2.3541818189579328e-05,1.9327439278404528e-05,1.5821456069011946e-05,1.9486025437196897e-05,2.2406044456397634e-05,1.9420077802828535e-05,1.572843533512084e-05,1.885381442825393e-05,3.3227599840835963e-05,4.338956379504002e-05,2.2088872070592262e-05
20,3.0224436158893044e-05,7.220343744431833e-05,2.6806661214830417e-05,3.204403981749948e-05,2.6629685077748218e-05,2.0463899170168956e-05,2.6921630028139975e-05,3.045580904739196e-05,2.6744409956906943e-05,2.0348701290445185e-05,2.358816590951111e-05,4.421743655603786e-05,6.409677259605929e-05,2.987192029897987e-05
21,2.270081983613158e-05,5.804935809803976e-05,1.9976208514084098e-05,2.5275774070291275e-05,1.9798941527941297e-05,1.6529118479499758e-05,1.9979788474820153e-05,2.2942182359836028e-05,1.989432928679556e-05,1.643333750223233e-05,1.9538037661361543e-05,3.447100219611595e-05,4.4274436205248954e-05,2.2580488357519758e-05
22,1.7666655660791065e-05,5.759674122627216e-05,1.5776824232497944e-05,1.9037444275429685e-05,1.5606014481821523e-05,1.342199451316838e-05,1.5739105569852823e-05,1.7806804188694168e-05,1.5667871523556743e-05,1.3359882520660363e-05,1.550999674049088e-05,2.6267002451121308e-05,3.470975128385609e-05,1.754062210739381e-05
23,2.818747886673692e-05,8.048628775994188e-05,2.4730619586727832e-05,3.1083213774540937e-05,2.4522563959308923e-05,2.044757874746923e-05,2.4930345262185114e-05,2.872802490193434e-05,2.4624520099836493e-05,2.0345202545811048e-05,2.408120778755635e-05,4.180800706554626e-05,6.065143089084951e-05,2.7912462658853394e-05
24,3.835896645018521e-05,7.038736720225851e-05,3.411165595111334e-05,4.0603507511622135e-05,3.4007777411673964e-05,2.8035393702735613e-05,3.427777519890851e-05,3.8191017519278706e-05,3.412468631700943e-05,2.791800239072698e-05,3.205335325664409e-05,5.7917365152520364e-05,8.217315043369316e-05,3.7651020949695255e-05
25,2.7617873487956658e-05,6.187214073382961e-05,2.445379453531119e-05,2.9437028357181156e-05,2.4137323403743346e-05,1.979073315611335e-05,2.4394205460447057e-05,2.79113446469711e-05,2.4266056603131553e-05,1.9661469140044955e-05,2.3251880931737335e-05,4.040073018066841e-05,5.635053031953957e-05,2.7397580006068847e-05
26,2.1084545017435012e-05,6.863698603262505e-05,1.8420799363002396e-05,2.34333410338947e-05,1.8240760192412672e-05,1.4887331496817365e-05,1.8442733785958645e-05,2.1299686757292965e-05,1.8311509192498138e-05,1.4816290754524156e-05,1.7861183618343746e-05,3.057351441408015e-05,4.152969576990379e-05,2.089573944240552e-05
27,2.2233459572612017e-05,5.850444611757415e-05,1.9632564448489164e-05,2.3712983697166847e-05,1.9509542532923574e-05,1.589842671710199e-05,1.9735547459167324e-05,2.2328833665817525e-05,1.9593270173082237e-05,1.5814353820710975e-05,1.844795852677227e-05,3.294322381903072e-05,4.7817243881986444e-05,2.187682383006105e-05
28,2.3471528726688228e-05,4.298036590973059e-05,2.069382057039575e-05,2.578611760651817e-05,2.038427908616468e-05,1.5890769921058435e-05,2.0587062794151614e-05,2.375363134048329e-05,2.0473812002165307e-05,1.580086798933267e-05,1.8933333805901262e-05,3.320963057809495e-05,4.748320355598035e-05,2.3348063404812326e-05
29,2.73305294060244e-05,4.2107630274447e-05,2.4480734683089514e-05,2.9383781061404467e-05,2.4211168343589258e-05,2.033955315992579e-05,2.4458882228472746e-05,2.7643216978564066e-05,2.4339510117432614e-05,2.0210682286802395e-05,2.3387495640544447e-05,3.994402484926916e-05,5.5247928827761606e-05,2.7147789288590936e-05
30,2.4102461625004133e-05,4.2313450350594815e-05,2.1883914245621656e-05,2.6367354024404752e-05,2.161671799747118e-05,1.8754155366920254e-05,2.176823960445584e-05,2.4154178032242326e-05,2.1701508835067832e-05,1.8669014687051245e-05,2.1251237364031524e-05,3.863650216527942e-05,4.49204215161891e-05,2.38511344096179e-05
31,2.2573975033728218e-05,4.1920871639687746e-05,1.9898716415516393e-05,2.7856682719518518e-05,1.9768693822709678e-05,1.5724573219873644e-05,2.0089272419289025e-05,2.30307640140255e-05,1.9860986772090037e-05,1.563190003839731e-05,1.8202563548398342e-05,3.3089788792782266e-05,5.1491625170663724e-05,2.2389606556413263e-05
32,2.0710279074554434e-05,3.9685628471096356e-05,1.827645805873256e-05,2.357536959315613e-05,1.8117916484372933e-05,1.4486051498898353e-05,1.829162293218174e-05,2.0902339293650048e-05,1.8202868132971813e-05,1.4400749235594274e-05,1.696012123594304e-05,3.014308010730014e-05,4.399194862327224e-05,2.0554926703725682e-05
