,"market for curtain wall, triple glazing, coated, high perf alu frame","market for curtain wall, smart glazing, high perf alu frame","market for curtain wall, vacuum double glazing, coated, high perf alu frame","market for curtain wall, triple glazing, two coatings, xenon, high perf alu frame","market for curtain wall, double glazing, coated, high perf alu frame","market for curtain wall, single glazing, coated, low perf alu frame","market for curtain wall, double glazing, coated, krypton, high perf alu frame","market for curtain wall, triple glazing, two coatings, krypton, high perf alu frame","market for curtain wall, double glazing, two coatings, high perf alu frame","market for curtain wall, single glazing, low perf alu frame","market for curtain wall, double glazing, low perf alu frame","market for curtain wall, double skin facade","market for curtain wall, ccf","market for curtain wall, triple glazing, two coatings, high perf alu frame"
33,2.9675749690074644e-05,5.623871655364151e-05,2.6087616098532633e-05,3.135292615377644e-05,2.5872083695708742e-05,2.0216878675848357e-05,2.6138537521285928e-05,3.001036204666337e-05,2.6002418063837352e-05,2.0086008623204205e-05,2.3745238412670252e-05,4.201385378440066e-05,6.324353341055806e-05,2.947745641449207e-05
34,2.1479717809056266e-05,3.844442927963129e-05,1.9058126265033567e-05,2.3812020729555403e-05,1.8778534424639856e-05,1.5757469976076406e-05,1.893545555372205e-05,2.166389697774807e-05,1.8854682682483768e-05,1.5681008006849115e-05,1.8570023381470534e-05,3.176905185352515e-05,4.130911656646684e-05,2.1350054126828013e-05
35,4.661177855822056e-05,7.260221430468509e-05,4.112250525401922e-05,5.0210362215881945e-05,4.097634409914162e-05,3.18754086574825e-05,4.127323963141066e-05,4.6812239453984864e-05,4.1159581631423244e-05,3.169141428260362e-05,3.703337919574201e-05,6.850192910292823e-05,9.76510277651024e-05,4.621844817889403e-05
36,2.4010259743701783e-05,5.3275977563465934e-05,2.0584466347257385e-05,2.4803196786585863e-05,2.0286010765634307e-05,1.5783405267845573e-05,2.048436167558605e-05,2.4263674252583333e-05,2.0415775095361172e-05,1.565310584891588e-05,1.981153371452474e-05,3.430182295611086e-05,4.6241429031737064e-05,2.386697240827051e-05
37,2.4245794756360734e-05,3.619994796065105e-05,2.1226121171871487e-05,2.698194714007381e-05,2.1005302648210868e-05,1.728458814926024e-05,2.1214903673884604e-05,2.465218060998463e-05,2.1122912851862092e-05,1.716649155274625e-05,2.0611452260535272e-05,3.601952271382238e-05,4.956457102704081e-05,2.4232975896210987e-05
38,2.0281618746232518e-05,3.494615961094419e-05,1.802480152808337e-05,2.1613212760917772e-05,1.791446913927252e-05,1.533516245969602e-05,1.8119974806491753e-05,2.051637022558205e-05,1.7989725625562515e-05,1.5259595589432584e-05,1.7700367471825087e-05,3.053973200601188e-05,4.0385064787570274e-05,2.010535876417926e-05
39,2.4241065490258572e-05,4.569852059672832e-05,2.1126945414525902e-05,2.6365521532631825e-05,2.0927746748422895e-05,1.6923580143069178e-05,2.110231256536227e-05,2.4429629483908554e-05,2.102778016957033e-05,1.682313434376369e-05,2.0448829214383496e-05,3.505990144999532e-05,4.726030161668095e-05,2.408049784899936e-05
40,2.2531874534101157e-05,4.7788610296194505e-05,2.0034799280549134e-05,2.520132711031087e-05,1.9858610414857616e-05,1.6858646319010413e-05,2.0085881067718565e-05,2.2822858521873228e-05,1.9943003459427032e-05,1.677390586049334e-05,1.950942715848381e-05,3.4462745388965614e-05,4.658093326311405e-05,2.236831797142834e-05
41,3.200618381195565e-05,4.661334613165111e-05,2.8330287661775566e-05,3.5527356051962206e-05,2.794200361276613e-05,2.0585773938357032e-05,2.825497908678173e-05,3.236586066297022e-05,2.8081118268765133e-05,2.0446085470435702e-05,2.427440394271011e-05,4.587234536319969e-05,6.509008850952454e-05,3.1739909860755256e-05
42,1.9571309562535032e-05,3.0555528734044965e-05,1.715974880859758e-05,2.1405272100322416e-05,1.6926014985947142e-05,1.372926596886439e-05,1.7190249878929753e-05,2.0035550935544673e-05,1.701556665679469e-05,1.3639344277969925e-05,1.6604349216137675e-05,2.7468721953318148e-05,3.584765345441449e-05,1.9507080684451736e-05
43,1.9180702595923138e-05,3.472102996204528e-05,1.7029820256283617e-05,2.1004096365421018e-05,1.6835697769161136e-05,1.3931727700350766e-05,1.69997412121805e-05,1.9391927071188095e-05,1.6897337776356677e-05,1.3869833589953136e-05,1.6390740638056748e-05,2.830659288475312e-05,3.472200028841627e-05,1.906384023233526e-05
44,2.3558881358137657e-05,8.328813188541347e-05,2.102089206915357e-05,2.5054445734960952e-05,2.070014011750633e-05,1.750851975474184e-05,2.0879936378805177e-05,2.3650823313244595e-05,2.0775476256273456e-05,1.7432873269604637e-05,2.0388769327353408e-05,3.611729238693737e-05,4.81304187015174e-05,2.3291230722834922e-05
45,1.8921663244880445e-05,3.8374605354240736e-05,1.6735199007164556e-05,2.022089045798485e-05,1.657578756026446e-05,1.378943649950878e-05,1.6787220791751642e-05,1.9034068172091783e-05,1.6634298010588944e-05,1.3730684602684515e-05,1.606153674298853e-05,2.8048125816795814e-05,4.041389154678446e-05,1.8611201722252924e-05
46,2.3393166774357692e-05,4.935009590944173e-05,2.0446474290290907e-05,2.5066955098381894e-05,2.0284365156369325e-05,1.6578993891207273e-05,2.0468697867060524e-05,2.3542863446998504e-05,2.0371715435756453e-05,1.6491283168336403e-05,1.9814922116303742e-05,3.350354036240804e-05,4.797911687591844e-05,2.317419751639138e-05
47,2.5873534936317432e-05,3.883048839102236e-05,2.3198574949523985e-05,2.7620532045644195e-05,2.24852549307495e-05,1.835239403479243e-05,2.2656244210453747e-05,2.5988701845166168e-05,2.261440590610014e-05,1.822271071344432e-05,2.163588103705753e-05,3.915263037034942e-05,5.7861179934982374e-05,2.5646723155364775e-05
48,2.2132331631273476e-05,4.114996358437251e-05,2.0050037082458048e-05,2.5822486344529337e-05,1.975771546919117e-05,1.6939690954105903e-05,1.9955038524901545e-05,2.232567375546206e-05,1.984902680968451e-05,1.684800335432611e-05,1.9124129816298426e-05,3.298171621235463e-05,4.572841773107352e-05,2.193102823691728e-05
49,2.8139032866242635e-05,7.077942864073056e-05,2.4906326531023593e-05,2.966691606145944e-05,2.480600177649819e-05,2.0671656995167612e-05,2.502833582329033e-05,2.8096164621592054e-05,2.4922301087180344e-05,2.0554878177476877e-05,2.3743557725062046e-05,4.267260930780447e-05,6.121079551732632e-05,2.7651497242650324e-05
50,3.4819592030458254e-05,7.593806438127608e-05,3.073056761156928e-05,3.5679250426199615e-05,3.0420066111585865e-05,2.4265032169893948e-05,3.068202673924283e-05,3.462947630064679e-05,3.058155808645557e-05,2.4102874444752448e-05,2.837029579924861e-05,5.1420606943596096e-05,7.660395111740094e-05,3.410555544930367e-05
51,2.29436921920382e-05,4.94222851037821e-05,2.021566689111241e-05,2.5511487566984352e-05,1.9941531441729715e-05,1.6473438122023534e-05,2.0181047396118133e-05,2.3328835104693023e-05,2.004131397887814e-05,1.6373244751577208e-05,1.9630182559272593e-05,3.395480436209512e-05,4.454642503056305e-05,2.2849803512358216e-05
52,2.524654529311507e-05,3.8149369909383686e-05,2.255418189336245e-05,2.8093557982307142e-05,2.2333063917547742e-05,1.85911373793614e-05,2.249763953831914e-05,2.5390779002700348e-05,2.2417921867195372e-05,1.8505929237914595e-05,2.1469302368128027e-05,3.872371552328044e-05,4.916653461914623e-05,2.5061627509661084e-05
53,1.7552530187110537e-05,5.5359105260060294e-05,1.5589703899016514e-05,1.9212008023048512e-05,1.5385020595720373e-05,1.283254759426025e-05,1.5533446081018697e-05,1.7749881885506836e-05,1.5453261583609146e-05,1.276402497089193e-05,1.5102478656474056e-05,2.518583549742673e-05,3.3303750222207846e-05,1.745303142708628e-05
54,2.1385162907099776e-05,5.2056403699956945e-05,1.900692897730778e-05,2.3152465907526444e-05,1.88403032367978e-05,1.57704390809271e-05,1.9099848381705783e-05,2.1731700490724473e-05,1.893160756536952e-05,1.5678758645745784e-05,1.8246716091917135e-05,3.080647355185694e-05,4.356799950469608e-05,2.1212608128552872e-05
55,2.5862622659302974e-05,3.60732367573316e-05,2.275187366546304e-05,2.729185525384165e-05,2.2412119276933225e-05,1.827201227885458e-05,2.257478013558577e-05,2.595217427989819e-05,2.2533828616500565e-05,1.8149800537225677e-05,2.1919979258962098e-05,3.773408125463084e-05,4.875558512634991e-05,2.5626852590316613e-05
56,2.829678784946725e-05,3.700520928396283e-05,2.542215738702118e-05,2.9689168341479973e-05,2.5276157488121035e-05,2.096638687921475e-05,2.5437592657816758e-05,2.837574130724302e-05,2.535761172193573e-05,2.0884598060910327e-05,2.398205771858853e-05,4.395464817691673e-05,5.092589028357878e-05,2.805287170385984e-05
57,2.4928179184003358e-05,4.433590334077566e-05,2.2242102261473318e-05,2.766678110832663e-05,2.2095483829416484e-05,1.8774005656834173e-05,2.2266317850030757e-05,2.501881049038409e-05,2.2206627652700667e-05,1.8662404838148693e-05,2.140446902715278e-05,3.719646358291926e-05,5.3183234948183795e-05,2.4677143730846917e-05
58,2.6345164251370686e-05,4.293639154782393e-05,2.3445031855076817e-05,2.8742413575936376e-05,2.3208737552892457e-05,1.9016832975233906e-05,2.3430089079497143e-05,2.6585663563213664e-05,2.3310893054322803e-05,1.8914256257294724e-05,2.2120508546257194e-05,3.8603684360876924e-05,5.2808875007780025e-05,2.6142960451252294e-05
59,2.622003315569861e-05,5.677264142703137e-05,2.3050738897242438e-05,2.864517002262918e-05,2.2820026511859655e-05,1.8056483491083552e-05,2.3074346158721465e-05,2.6499216582244985e-05,2.292595950854526e-05,1.7950113771304995e-05,2.1410525186192874e-05,3.827222437698271e-05,5.3379928940231634e-05,2.5990577315326394e-05
60,2.0436678222007207e-05,3.0427772219012102e-05,1.8402378923846752e-05,2.248422489616969e-05,1.8103751641159215e-05,1.5530139159543547e-05,1.8291818882099728e-05,2.0658374799493675e-05,1.8177644011097538e-05,1.545594196249898e-05,1.7875330263509375e-05,2.941238197202117e-05,3.934989034566344e-05,2.028224023411528e-05
61,2.0342716921143747e-05,4.035805587126689e-05,1.8162115766042738e-05,2.2317521583579902e-05,1.793249751727541e-05,1.521936225378414e-05,1.8112501974632466e-05,2.0440773438875087e-05,1.799722655573503e-05,1.5154366690002948e-05,1.7623343369168667e-05,3.0376934824081644e-05,4.0773972107237505e-05,2.008076508961621e-05
62,2.0433930477183874e-05,4.60033123197429e-05,1.8053135544678496e-05,2.1494640406313884e-05,1.7963075417362572e-05,1.490829237181022e-05,1.815177645231541e-05,2.0593682788942072e-05,1.8040900588559134e-05,1.4830146342136517e-05,1.7302074641656084e-05,3.0374725526582295e-05,4.3922346448071685e-05,2.021628090503101e-05
63,1.9280067448115857e-05,4.1164816145390176e-05,1.6975885234961905e-05,2.092179789012468e-05,1.6824142420247223e-05,1.4351007839188573e-05,1.696461728692857e-05,1.9404027272677547e-05,1.6920944217962434e-05,1.4253807023002923e-05,1.686798813545516e-05,2.858802435107881e-05,3.787931720415386e-05,1.912307729428473e-05
64,3.2733389752392795e-05,4.511573362416136e-05,2.870293601220284e-05,3.554023103654525e-05,2.8374483515187744e-05,2.259878044214999e-05,2.855803965675234e-05,3.297944388247999e-05,2.8492198123798594e-05,2.248058075609539e-05,2.7267190687081805e-05,4.752401363897497e-05,6.129907738771268e-05,3.2612332175537164e-05
65,2.379900411787281e-05,3.3734917503572344e-05,2.118532765524538e-05,2.500191514038561e-05,2.096232331756873e-05,1.739880143595167e-05,2.1177234806554507e-05,2.378563551426862e-05,2.106008895182493e-05,1.7300632332187527e-05,2.0249306304577912e-05,3.4681744231224386e-05,4.688964808262299e-05,2.335581152172417e-05
66,2.8359269954016146e-05,3.91186476465895e-05,2.5073128831716456e-05,3.0322479774209492e-05,2.479995929373004e-05,1.831138368600955e-05,2.4963159403158626e-05,2.860841895407361e-05,2.492021504316684e-05,1.8190632159041277e-05,2.1500713910445084e-05,4.000963423577886e-05,5.755117589252635e-05,2.828201880297579e-05
67,2.1210882026363045e-05,3.669151483340093e-05,1.875795438038706e-05,2.3531821537038426e-05,1.8446927962757477e-05,1.527621962320676e-05,1.8751754699137007e-05,2.1655085179222496e-05,1.8535178255893558e-05,1.5187605873764496e-05,1.8095186498108114e-05,3.084202765402355e-05,4.299067056204657e-05,2.1045431663329304e-05
68,3.431112596157319e-05,5.638873926305733e-05,3.025939675169963e-05,3.556615577808951e-05,3.0033694495401497e-05,2.472490105315979e-05,3.035438487606333e-05,3.450552367811749e-05,3.0174347686758127e-05,2.4583667935653054e-05,2.8919318089725802e-05,5.04672969974087e-05,7.39461777627594e-05,3.386414249344789e-05
69,2.788283461335097e-05,4.945096860079249e-05,2.5197560434627294e-05,3.040351858992304e-05,2.495408047963544e-05,2.121400979629325e-05,2.522217906033879e-05,2.8142270082477415e-05,2.5056778996009448e-05,2.1110887607272532e-05,2.3920271903015834e-05,4.0876376711095714e-05,5.663876317910532e-05,2.7606072870816806e-05
70,2.2878361655317266e-05,4.0210031254470654e-05,2.0244706270576756e-05,2.518578357437777e-05,2.0032260017207195e-05,1.6603007576755412e-05,2.0301582880849416e-05,2.3233454748500882e-05,2.0132837779226726e-05,1.6502015174446147e-05,1.950688876627399e-05,3.326802328543386e-05,4.5447345737708e-05,2.269480924436159e-05
71,2.050725888060291e-05,4.005277767795104e-05,1.8142784400082726e-05,2.241206459971481e-05,1.779710727450631e-05,1.4797839657825591e-05,1.7997516974146144e-05,2.081896628215322e-05,1.7876307895271575e-05,1.4718312275496953e-05,1.7647554576303898e-05,2.9698242040107967e-05,3.965656134289013e-05,2.0418145835926685e-05
72,2.968965215196546e-05,5.9815713024651484e-05,2.6542010321725992e-05,3.1033904916721104e-05,2.61938257048639e-05,2.1347234269543513e-05,2.6390309973914934e-05,2.969140031584278e-05,2.6321498202367647e-05,2.1219036630752286e-05,2.479218020336095e-05,4.444880543259428e-05,5.8358642917221596e-05,2.9298434157792748e-05
73,2.4972134958932475e-05,4.496792827784806e-05,2.175639567941536e-05,2.7744063652689257e-05,2.1479923687460997e-05,1.6924265758469104e-05,2.1657252196967983e-05,2.52627167072403e-05,2.158086150132657e-05,1.682291130473806e-05,2.0604743626975265e-05,3.584383008937727e-05,4.779470610622964e-05,2.4908059435459734e-05
74,2.32796113630855e-05,3.220040213592198e-05,2.0689615755339764e-05,2.5016230254657293e-05,2.0452458558036794e-05,1.6642998004547633e-05,2.0634779765908265e-05,2.353235768692623e-05,2.0559702823175293e-05,1.6535311557149834e-05,1.9274282331229842e-05,3.4488031270822594e-05,5.070020048012447e-05,2.3167715105433125e-05
75,2.4037455283221148e-05,4.6996232996246546e-05,2.1133737973202186e-05,2.6116992454787686e-05,2.0811417830437066e-05,1.7068939989402352e-05,2.0982656731393452e-05,2.4144817485642067e-05,2.0895616683664897e-05,1.698439391171566e-05,2.0573790713395023e-05,3.433035614915597e-05,4.549418635586096e-05,2.3802339969584236e-05
76,3.108445532349941e-05,6.321201456757805e-05,2.772399639400013e-05,3.285815020723329e-05,2.759422871728976e-05,2.262840615849463e-05,2.7802375757102976e-05,3.099917478933595e-05,2.7689894906561065e-05,2.2532345331906697e-05,2.5678094079884986e-05,4.535618692445769e-05,6.851056496548948e-05,3.058287975867647e-05
77,3.33520016718943e-05,6.526933642629984e-05,2.9190040417079934e-05,3.632391438291356e-05,2.900877922078242e-05,2.1666698939949214e-05,2.92556923064477e-05,3.347208857022265e-05,2.9133928977759864e-05,2.154103302672241e-05,2.572226414400042e-05,4.625805926948668e-05,6.600871696185281e-05,3.297826242842114e-05
78,2.2179830581663318e-05,4.18687522277795e-05,2.000360442179981e-05,2.3702795557950793e-05,1.9792547200866886e-05,1.7096649747820905e-05,1.9997605120308867e-05,2.2176219049031276e-05,1.9873285077609594e-05,1.701557854690027e-05,1.9406502465572957e-05,3.4014614821889604e-05,4.4609299893626506e-05,2.1766102891983943e-05
79,1.7649203387452164e-05,3.354434148745018e-05,1.5550132986616472e-05,1.9261726838538792e-05,1.5377509144686764e-05,1.2591486203507848e-05,1.5536780302316693e-05,1.778675802192287e-05,1.5441656110019135e-05,1.2527074787423906e-05,1.4842881872584568e-05,2.5863584690574094e-05,3.7157788063632096e-05,1.7468215418254143e-05
80,2.7705789806061802e-05,5.12827895115345e-05,2.4506808785026347e-05,2.926423917444148e-05,2.435911595225022e-05,1.9921981933771813e-05,2.460618287199578e-05,2.7880165048276028e-05,2.4466292227910265e-05,1.9814364973344245e-05,2.3094598336251587e-05,4.0897322098938984e-05,5.818353928360698e-05,2.7386031247484626e-05
81,1.9775333815646762e-05,3.057867412645321e-05,1.7340130235283078e-05,2.309576798182354e-05,1.7160731060982115e-05,1.3852839629361195e-05,1.7388297426298183e-05,2.0044537385702872e-05,1.7246803155933193e-05,1.376641261644358e-05,1.6542817892934384e-05,2.817890717435189e-05,3.897040620190994e-05,1.9589404802195834e-05
82,2.2757813064975396e-05,4.1359662909125354e-05,2.0022183946265476e-05,2.433124233893479e-05,1.9806377116503064e-05,1.611201043361454e-05,2.000504851799578e-05,2.2927563731133994e-05,1.9923139764100157e-05,1.5994766303061495e-05,1.912020406682362e-05,3.2977337520777216e-05,4.393823338788404e-05,2.253022106850497e-05
83,2.240638980723018e-05,4.474413090540779e-05,1.9697404374957088e-05,2.399758829193519e-05,1.9437177681309113e-05,1.5748701260013314e-05,1.9708769549595646e-05,2.284908236083226e-05,1.9528440627422197e-05,1.565706203077151e-05,1.880363989993125e-05,3.242696565739995e-05,4.476877784874505e-05,2.2305898202609333e-05
84,2.6364914198359924e-05,3.9542297629957005e-05,2.28723745200726e-05,2.934739923773437e-05,2.264070730085609e-05,1.7193206214552215e-05,2.2875063062559213e-05,2.6659329438732672e-05,2.2772439514202124e-05,1.706093001653834e-05,2.0924786861457513e-05,3.7197694819895904e-05,5.382554822336224e-05,2.6190617383775385e-05
85,2.382761291987704e-05,4.261029410239525e-05,2.1044003303743103e-05,2.641209808852287e-05,2.0919350360364372e-05,1.7475095184166973e-05,2.1104030067319118e-05,2.3890158245788828e-05,2.1044238993702362e-05,1.7349691562027827e-05,2.02538108052668e-05,3.624210473881233e-05,4.9607757103100185e-05,2.352079873570932e-05
86,2.2115563648954283e-05,3.597307629122452e-05,1.9429253389381814e-05,2.4342063595018735e-05,1.907626207994302e-05,1.548758366606822e-05,1.9266324099856983e-05,2.2321990722200986e-05,1.916694060298662e-05,1.53965312495421e-05,1.8745731673140357e-05,3.176872996231676e-05,4.379948215397019e-05,2.194186690221219e-05
87,1.746236907535985e-05,5.011020721167301e-05,1.544591905843789e-05,1.9414960333393117e-05,1.523511121278636e-05,1.2537364133340602e-05,1.54150518643273e-05,1.769459676223761e-05,1.5303264527824655e-05,1.2468929896945242e-05,1.486426929460284e-05,2.546905614539148e-05,3.3862033604157755e-05,1.7334715547843515e-05
88,1.979551055338172e-05,3.9778069254787395e-05,1.7453599422652756e-05,2.1915935729479167e-05,1.7238441949254784e-05,1.4211349713365942e-05,1.742325037304801e-05,2.0055027125091666e-05,1.7313670096903437e-05,1.4135811395125296e-05,1.6820018792561987e-05,2.8512938269648934e-05,3.928024804404352e-05,1.9685410667292597e-05
89,2.8632540911653304e-05,4.998451577794427e-05,2.5212728393802395e-05,3.095571041402207e-05,2.49739040561989e-05,2.0386806504460693e-05,2.5233196957544174e-05,2.8908931747510745e-05,2.510420948377522e-05,2.025596357953815e-05,2.4102489541524323e-05,4.202499740901808e-05,5.727827557275654e-05,2.839034596401697e-05
90,2.6640927351594443e-05,4.9427135655718104e-05,2.3512045241821128e-05,2.8925534596093188e-05,2.3337843355643483e-05,1.9257248478773902e-05,2.3507328630216742e-05,2.6740050789626504e-05,2.3431341085499573e-05,1.916336595565821e-05,2.2506424188849286e-05,3.961292612623249e-05,5.652290236641661e-05,2.6401081160159922e-05
91,2.2061848706641875e-05,3.484275890187126e-05,1.963920537989651e-05,2.3310396595638422e-05,1.9433832061688953e-05,1.6333188987398865e-05,1.9620621277454984e-05,2.214074274066358e-05,1.950425577751046e-05,1.626247493619787e-05,1.8916798833656958e-05,3.346290562343625e-05,4.5638824011850736e-05,2.1767164330320754e-05
92,2.5482708507330432e-05,3.707224575842318e-05,2.268265872729593e-05,2.7731215172181636e-05,2.2451048688796368e-05,1.831237225860445e-05,2.267146982405505e-05,2.5797683697136612e-05,2.2558427916772498e-05,1.820454991214378e-05,2.1263611006235237e-05,3.860476286548341e-05,5.151786635645989e-05,2.535684108851465e-05
93,2.6123258105450695e-05,4.509847990584691e-05,2.2985570812561275e-05,2.7605379655527733e-05,2.279747268771396e-05,1.907124952991047e-05,2.3075084394944624e-05,2.6477107156636413e-05,2.2899070469071742e-05,1.8969233657649745e-05,2.259834617125717e-05,3.8375773397415484e-05,4.8847761106702865e-05,2.5921883771972584e-05
94,2.2173501707848273e-05,4.195083684108928e-05,1.9694274563509252e-05,2.3976472215393218e-05,1.9596923628642586e-05,1.6192066401783835e-05,1.979321604355621e-05,2.2381955852963185e-05,1.9678902831483324e-05,1.610974911830032e-05,1.860186901254557e-05,3.277394458012163e-05,4.588947475072428e-05,2.1989370925527973e-05
95,2.573989537589771e-05,3.786535454384435e-05,2.2673900268854525e-05,2.7684506154743337e-05,2.2205346568074113e-05,1.7986599449448667e-05,2.2496534427538823e-05,2.6187988303249116e-05,2.2328324064187784e-05,1.7863114974732905e-05,2.165635935172623e-05,3.7812827427623674e-05,5.1459524825951344e-05,2.560561247146357e-05
96,2.1586809136206922e-05,5.071978031945701e-05,1.9055970169877804e-05,2.2898554490119235e-05,1.8894331180860055e-05,1.561220336731257e-05,1.9094062007109442e-05,2.1771491744467685e-05,1.8984971718550103e-05,1.552118920447544e-05,1.8260725958039516e-05,3.1555574708610114e-05,4.376097020408863e-05,2.1372030118857405e-05
97,3.722399322150919e-05,6.548353358487958e-05,3.325919341078514e-05,3.8228277365074146e-05,3.29260117023829e-05,2.6644493665457818e-05,3.3188521336051757e-05,3.724942615429887e-05,3.3055753814248294e-05,2.6514216570846946e-05,3.088983905283239e-05,5.482250680059503e-05,7.20869625480102e-05,3.672440862243739e-05
98,2.3048545743357915e-05,4.099315816854926e-05,2.0411135124780304e-05,2.5935363985666458e-05,2.0166521772331324e-05,1.645604062926904e-05,2.0376532525911642e-05,2.3270569364675476e-05,2.0246949054330236e-05,1.6375281690755064e-05,1.9318538824462367e-05,3.327345060675972e-05,4.616668010516009e-05,2.2850547734504708e-05
99,3.335960915868301e-05,4.599896797474308e-05,2.9742666670616573e-05,3.620849990024483e-05,2.9596483378484784e-05,2.479951662219156e-05,2.987528359648106e-05,3.337547707009659e-05,2.974511462366729e-05,2.4650272307194378e-05,2.825822555881196e-05,5.142990249982352e-05,7.151688516563945e-05,3.281787738013023e-05
100,2.2510094862915317e-05,3.935719890417558e-05,1.968263588738107e-05,2.5039478529016737e-05,1.943475074357997e-05,1.598185682452022e-05,1.96039100246278e-05,2.2645907530087186e-05,1.9526293065859e-05,1.5889936876135133e-05,1.9143211367140343e-05,3.308548313324834e-05,4.7003484809266385e-05,2.2307588993023738e-05
101,2.451607177557173e-05,4.036386107478823e-05,2.1718156313029108e-05,2.6856833496210342e-05,2.1470906500454612e-05,1.8051550237085394e-05,2.1592477748999543e-05,2.4451698743608333e-05,2.1567313791849216e-05,1.795474534875842e-05,2.119382159690426e-05,3.6349780027246984e-05,4.792034733463485e-05,2.4208556412000133e-05
102,1.8138954468816905e-05,2.8787088264649124e-05,1.5895032668376426e-05,1.9396049763238373e-05,1.5707781817229917e-05,1.2957401266145152e-05,1.5868566012226076e-05,1.8409581397907776e-05,1.578110762820649e-05,1.2883773391758992e-05,1.558663391064645e-05,2.522912418866581e-05,3.383109143187987e-05,1.8088013346527338e-05
103,2.183611805500221e-05,4.972556951226067e-05,1.9289029553415096e-05,2.3872088780258394e-05,1.907012508012076e-05,1.5990945403392332e-05,1.9241794062082903e-05,2.202694815777465e-05,1.915625528658493e-05,1.590445984894434e-05,1.885340311037561e-05,3.156995822219092e-05,4.262802784810471e-05,2.1683609114884198e-05
104,2.1398992648991377e-05,3.482823979761828e-05,1.9019691181410258e-05,2.2843815351562093e-05,1.8702512453163618e-05,1.5437351651352302e-05,1.889060035486575e-05,2.164107588764979e-05,1.8788513766150676e-05,1.5350995796622295e-05,1.8173129931308778e-05,3.1361958713943235e-05,4.2936603222258396e-05,2.1264899116618447e-05
105,3.211403141894928e-05,7.329124465320702e-05,2.8592989266597696e-05,3.379529230693708e-05,2.8433867148691804e-05,2.2746632477427845e-05,2.8690809087262697e-05,3.2247837624383765e-05,2.858816525132771e-05,2.259169842236309e-05,2.600064220678048e-05,4.814848058965042e-05,6.853942332746153e-05,3.173395418078592e-05
106,2.1750088564753343e-05,3.633549184846633e-05,1.918540318174366e-05,2.318941113692086e-05,1.8943619195183904e-05,1.539210868157406e-05,1.9182534909488923e-05,2.1994423624197e-05,1.9028151799787714e-05,1.5307228115555177e-05,1.824355048864287e-05,3.2339727600511216e-05,4.380284534260361e-05,2.151659340463143e-05
107,2.415560939022453e-05,4.078358027018471e-05,2.1404171047391776e-05,2.5631093961101177e-05,2.10627668914328e-05,1.720582435047617e-05,2.1218613496461822e-05,2.4259737668539275e-05,2.1167239517856977e-05,1.710092138733519e-05,2.0336997917185284e-05,3.513527443796459e-05,4.804811486666686e-05,2.3948044919170476e-05
108,2.0456800178220056e-05,3.9093030523452127e-05,1.772401094911804e-05,2.2224136995003838e-05,1.7480708639058263e-05,1.3557267394400132e-05,1.7671577154129828e-05,2.0753379056337475e-05,1.7557904550451724e-05,1.3479753274092756e-05,1.6705806092764916e-05,2.862803429031517e-05,3.964362054021053e-05,2.037164213974465e-05
109,2.2108186562442594e-05,5.0971383046365884e-05,1.988274423800317e-05,2.3197801880753837e-05,1.9753686384603948e-05,1.714291379005725e-05,1.994664160554147e-05,2.228049718003923e-05,1.9825659593268497e-05,1.7070643484855963e-05,1.9388856855255658e-05,3.4403850672131046e-05,4.467446401618766e-05,2.1894586866799607e-05
110,2.131783568222872e-05,4.0366764115065634e-05,1.8843350915718374e-05,2.5781668306543948e-05,1.856932278347959e-05,1.524722316800347e-05,1.8701650643229614e-05,2.1479256264075917e-05,1.8654832450836055e-05,1.516136092439558e-05,1.8132427220406128e-05,3.090247406190223e-05,4.097237273520898e-05,2.1214600507375092e-05
111,2.2242842279586282e-05,3.4069118113747477e-05,1.97701957268741e-05,2.3680482338722084e-05,1.966645061682232e-05,1.6345742279034628e-05,1.982473410384431e-05,2.226522988426576e-05,1.9774450522090334e-05,1.6237297069235897e-05,1.864081237336063e-05,3.3059954483488906e-05,4.7018766714858394e-05,2.1948662757842914e-05
112,4.446935728799292e-05,9.769082526428396e-05,3.908137949964933e-05,4.67170927358639e-05,3.889717740876875e-05,2.724513939438597e-05,3.9253096730137983e-05,4.4581968589084554e-05,3.907878983190483e-05,2.7062777307697852e-05,3.1535014777928774e-05,6.343162385774706e-05,0.00010364803431710307,4.387012890334285e-05
113,2.8097398566466037e-05,4.500346021241859e-05,2.4664819423851194e-05,3.0320243411768827e-05,2.4421280705345346e-05,1.925842379224739e-05,2.4602110086043474e-05,2.829609833699099e-05,2.4515984067912584e-05,1.916332859869472e-05,2.296119693640978e-05,4.015231293315267e-05,5.672871400971511e-05,2.793443982794702e-05
114,4.224133286819456e-05,6.609415941849943e-05,3.757895602138307e-05,4.375336770843575e-05,3.74418554081763e-05,3.0631354844454064e-05,3.770766099886925e-05,4.2246510511457444e-05,3.762831211110732e-05,3.044412688979119e-05,3.51177992876055e-05,6.444641521649161e-05,8.752473299796706e-05,4.1714899097463785e-05
115,2.2695325700788143e-05,4.842792949334978e-05,2.009205194150296e-05,2.3976712742935424e-05,1.9822272917040503e-05,1.65071774437877e-05,1.9944541403731736e-05,2.262106292167863e-05,1.991775374548381e-05,1.6411303402686857e-05,1.934559374399692e-05,3.3539497592439825e-05,4.8044307148882326e-05,2.237652528809867e-05
