Category,Subcategory,Unit,Step,Name,0
climate change,climate change total,kg CO2-Eq,step_6_BE,f_o_2126_tg5_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_BE,f_p_2126_tg6_vrf_BE,247.37381501060395
climate change,climate change total,kg CO2-Eq,step_6_BE,f_p_2126_tg6_vrf_CH,
climate change,climate change total,kg CO2-Eq,step_6_BE,f_p_2126_tg6_vrf_DE,
climate change,climate change total,kg CO2-Eq,step_6_BE,f_p_2126_tg6_vrf_DK,
climate change,climate change total,kg CO2-Eq,step_6_BE,f_p_2126_tg6_vrf_FR,
climate change,climate change total,kg CO2-Eq,step_6_BE,f_p_2126_tg6_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_b_2126_dg0_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_b_2126_dg0_vrf_CH,175.31639522686436
climate change,climate change total,kg CO2-Eq,step_6_CH,f_b_2126_dg0_vrf_DE,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_b_2126_dg0_vrf_DK,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_b_2126_dg0_vrf_FR,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_b_2126_dg0_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_h_2126_dg4_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_h_2126_dg4_vrf_CH,139.7629419991718
climate change,climate change total,kg CO2-Eq,step_6_CH,f_h_2126_dg4_vrf_DE,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_h_2126_dg4_vrf_DK,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_h_2126_dg4_vrf_FR,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_h_2126_dg4_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_i_2126_dg5_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_i_2126_dg5_vrf_CH,148.25626448265177
climate change,climate change total,kg CO2-Eq,step_6_CH,f_i_2126_dg5_vrf_DE,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_i_2126_dg5_vrf_DK,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_i_2126_dg5_vrf_FR,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_i_2126_dg5_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_j_2126_dg6_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_j_2126_dg6_vrf_CH,165.26951934294112
climate change,climate change total,kg CO2-Eq,step_6_CH,f_j_2126_dg6_vrf_DE,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_j_2126_dg6_vrf_DK,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_j_2126_dg6_vrf_FR,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_j_2126_dg6_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_n_2126_tg4_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_n_2126_tg4_vrf_CH,186.44916829619035
climate change,climate change total,kg CO2-Eq,step_6_CH,f_n_2126_tg4_vrf_DE,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_n_2126_tg4_vrf_DK,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_n_2126_tg4_vrf_FR,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_n_2126_tg4_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_o_2126_tg5_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_o_2126_tg5_vrf_CH,184.10644622366982
climate change,climate change total,kg CO2-Eq,step_6_CH,f_o_2126_tg5_vrf_DE,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_o_2126_tg5_vrf_DK,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_o_2126_tg5_vrf_FR,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_o_2126_tg5_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_p_2126_tg6_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_p_2126_tg6_vrf_CH,207.25895240030815
climate change,climate change total,kg CO2-Eq,step_6_CH,f_p_2126_tg6_vrf_DE,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_p_2126_tg6_vrf_DK,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_p_2126_tg6_vrf_FR,
climate change,climate change total,kg CO2-Eq,step_6_CH,f_p_2126_tg6_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_b_2126_dg0_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_b_2126_dg0_vrf_CH,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_b_2126_dg0_vrf_DE,286.6829233538156
climate change,climate change total,kg CO2-Eq,step_6_DE,f_b_2126_dg0_vrf_DK,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_b_2126_dg0_vrf_FR,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_b_2126_dg0_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_h_2126_dg4_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_h_2126_dg4_vrf_CH,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_h_2126_dg4_vrf_DE,-67.58086474229383
climate change,climate change total,kg CO2-Eq,step_6_DE,f_h_2126_dg4_vrf_DK,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_h_2126_dg4_vrf_FR,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_h_2126_dg4_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_i_2126_dg5_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_i_2126_dg5_vrf_CH,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_i_2126_dg5_vrf_DE,6.287434082645039
climate change,climate change total,kg CO2-Eq,step_6_DE,f_i_2126_dg5_vrf_DK,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_i_2126_dg5_vrf_FR,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_i_2126_dg5_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_j_2126_dg6_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_j_2126_dg6_vrf_CH,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_j_2126_dg6_vrf_DE,148.29434749547949
climate change,climate change total,kg CO2-Eq,step_6_DE,f_j_2126_dg6_vrf_DK,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_j_2126_dg6_vrf_FR,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_j_2126_dg6_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_n_2126_tg4_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_n_2126_tg4_vrf_CH,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_n_2126_tg4_vrf_DE,136.03270913244032
climate change,climate change total,kg CO2-Eq,step_6_DE,f_n_2126_tg4_vrf_DK,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_n_2126_tg4_vrf_FR,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_n_2126_tg4_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_o_2126_tg5_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_o_2126_tg5_vrf_CH,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_o_2126_tg5_vrf_DE,115.65753858483716
climate change,climate change total,kg CO2-Eq,step_6_DE,f_o_2126_tg5_vrf_DK,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_o_2126_tg5_vrf_FR,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_o_2126_tg5_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_p_2126_tg6_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_p_2126_tg6_vrf_CH,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_p_2126_tg6_vrf_DE,317.0199910442466
climate change,climate change total,kg CO2-Eq,step_6_DE,f_p_2126_tg6_vrf_DK,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_p_2126_tg6_vrf_FR,
climate change,climate change total,kg CO2-Eq,step_6_DE,f_p_2126_tg6_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_b_2126_dg0_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_b_2126_dg0_vrf_CH,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_b_2126_dg0_vrf_DE,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_b_2126_dg0_vrf_DK,218.10169838000417
climate change,climate change total,kg CO2-Eq,step_6_DK,f_b_2126_dg0_vrf_FR,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_b_2126_dg0_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_h_2126_dg4_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_h_2126_dg4_vrf_CH,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_h_2126_dg4_vrf_DE,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_h_2126_dg4_vrf_DK,60.10464809737365
climate change,climate change total,kg CO2-Eq,step_6_DK,f_h_2126_dg4_vrf_FR,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_h_2126_dg4_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_i_2126_dg5_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_i_2126_dg5_vrf_CH,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_i_2126_dg5_vrf_DE,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_i_2126_dg5_vrf_DK,93.71402859615006
climate change,climate change total,kg CO2-Eq,step_6_DK,f_i_2126_dg5_vrf_FR,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_i_2126_dg5_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_j_2126_dg6_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_j_2126_dg6_vrf_CH,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_j_2126_dg6_vrf_DE,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_j_2126_dg6_vrf_DK,158.7479200277289
climate change,climate change total,kg CO2-Eq,step_6_DK,f_j_2126_dg6_vrf_FR,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_j_2126_dg6_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_n_2126_tg4_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_n_2126_tg4_vrf_CH,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_n_2126_tg4_vrf_DE,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_n_2126_tg4_vrf_DK,167.07994196303173
climate change,climate change total,kg CO2-Eq,step_6_DK,f_n_2126_tg4_vrf_FR,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_n_2126_tg4_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_o_2126_tg5_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_o_2126_tg5_vrf_CH,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_o_2126_tg5_vrf_DE,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_o_2126_tg5_vrf_DK,157.8094311951482
climate change,climate change total,kg CO2-Eq,step_6_DK,f_o_2126_tg5_vrf_FR,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_o_2126_tg5_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_p_2126_tg6_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_p_2126_tg6_vrf_CH,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_p_2126_tg6_vrf_DE,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_p_2126_tg6_vrf_DK,249.4274512461289
climate change,climate change total,kg CO2-Eq,step_6_DK,f_p_2126_tg6_vrf_FR,
climate change,climate change total,kg CO2-Eq,step_6_DK,f_p_2126_tg6_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_b_2126_dg0_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_b_2126_dg0_vrf_CH,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_b_2126_dg0_vrf_DE,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_b_2126_dg0_vrf_DK,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_b_2126_dg0_vrf_FR,187.45037944510452
climate change,climate change total,kg CO2-Eq,step_6_FR,f_b_2126_dg0_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_h_2126_dg4_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_h_2126_dg4_vrf_CH,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_h_2126_dg4_vrf_DE,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_h_2126_dg4_vrf_DK,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_h_2126_dg4_vrf_FR,117.17171534368397
climate change,climate change total,kg CO2-Eq,step_6_FR,f_h_2126_dg4_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_i_2126_dg5_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_i_2126_dg5_vrf_CH,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_i_2126_dg5_vrf_DE,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_i_2126_dg5_vrf_DK,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_i_2126_dg5_vrf_FR,132.7879942893677
climate change,climate change total,kg CO2-Eq,step_6_FR,f_i_2126_dg5_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_j_2126_dg6_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_j_2126_dg6_vrf_CH,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_j_2126_dg6_vrf_DE,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_j_2126_dg6_vrf_DK,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_j_2126_dg6_vrf_FR,163.41998276526996
climate change,climate change total,kg CO2-Eq,step_6_FR,f_j_2126_dg6_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_n_2126_tg4_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_n_2126_tg4_vrf_CH,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_n_2126_tg4_vrf_DE,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_n_2126_tg4_vrf_DK,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_n_2126_tg4_vrf_FR,180.95602300270318
climate change,climate change total,kg CO2-Eq,step_6_FR,f_n_2126_tg4_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_o_2126_tg5_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_o_2126_tg5_vrf_CH,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_o_2126_tg5_vrf_DE,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_o_2126_tg5_vrf_DK,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_o_2126_tg5_vrf_FR,176.64856835844125
climate change,climate change total,kg CO2-Eq,step_6_FR,f_o_2126_tg5_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_p_2126_tg6_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_p_2126_tg6_vrf_CH,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_p_2126_tg6_vrf_DE,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_p_2126_tg6_vrf_DK,
climate change,climate change total,kg CO2-Eq,step_6_FR,f_p_2126_tg6_vrf_FR,219.21800987550367
climate change,climate change total,kg CO2-Eq,step_6_FR,f_p_2126_tg6_vrf_PL,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_b_2126_dg0_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_b_2126_dg0_vrf_CH,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_b_2126_dg0_vrf_DE,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_b_2126_dg0_vrf_DK,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_b_2126_dg0_vrf_FR,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_b_2126_dg0_vrf_PL,402.10640408489337
climate change,climate change total,kg CO2-Eq,step_6_PL,f_h_2126_dg4_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_h_2126_dg4_vrf_CH,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_h_2126_dg4_vrf_DE,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_h_2126_dg4_vrf_DK,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_h_2126_dg4_vrf_FR,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_h_2126_dg4_vrf_PL,-282.4779642985522
climate change,climate change total,kg CO2-Eq,step_6_PL,f_i_2126_dg5_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_i_2126_dg5_vrf_CH,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_i_2126_dg5_vrf_DE,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_i_2126_dg5_vrf_DK,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_i_2126_dg5_vrf_FR,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_i_2126_dg5_vrf_PL,-140.8531550664518
climate change,climate change total,kg CO2-Eq,step_6_PL,f_j_2126_dg6_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_j_2126_dg6_vrf_CH,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_j_2126_dg6_vrf_DE,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_j_2126_dg6_vrf_DK,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_j_2126_dg6_vrf_FR,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_j_2126_dg6_vrf_PL,130.7007899553836
climate change,climate change total,kg CO2-Eq,step_6_PL,f_n_2126_tg4_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_n_2126_tg4_vrf_CH,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_n_2126_tg4_vrf_DE,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_n_2126_tg4_vrf_DK,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_n_2126_tg4_vrf_FR,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_n_2126_tg4_vrf_PL,83.77963722035868
climate change,climate change total,kg CO2-Eq,step_6_PL,f_o_2126_tg5_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_o_2126_tg5_vrf_CH,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_o_2126_tg5_vrf_DE,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_o_2126_tg5_vrf_DK,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_o_2126_tg5_vrf_FR,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_o_2126_tg5_vrf_PL,44.71511715181932
climate change,climate change total,kg CO2-Eq,step_6_PL,f_p_2126_tg6_vrf_BE,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_p_2126_tg6_vrf_CH,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_p_2126_tg6_vrf_DE,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_p_2126_tg6_vrf_DK,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_p_2126_tg6_vrf_FR,
climate change,climate change total,kg CO2-Eq,step_6_PL,f_p_2126_tg6_vrf_PL,430.7794961847861
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_b_2126_dg0_vrf_BE,1.2368733186647742
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_b_2126_dg0_vrf_CH,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_b_2126_dg0_vrf_DE,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_b_2126_dg0_vrf_DK,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_b_2126_dg0_vrf_FR,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_b_2126_dg0_vrf_PL,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_h_2126_dg4_vrf_BE,0.9551222802291682
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_h_2126_dg4_vrf_CH,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_h_2126_dg4_vrf_DE,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_h_2126_dg4_vrf_DK,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_h_2126_dg4_vrf_FR,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_h_2126_dg4_vrf_PL,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_i_2126_dg5_vrf_BE,1.0183637741243237
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_i_2126_dg5_vrf_CH,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_i_2126_dg5_vrf_DE,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_i_2126_dg5_vrf_DK,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_i_2126_dg5_vrf_FR,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_i_2126_dg5_vrf_PL,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_j_2126_dg6_vrf_BE,1.145719670589179
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_j_2126_dg6_vrf_CH,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_j_2126_dg6_vrf_DE,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_j_2126_dg6_vrf_DK,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_j_2126_dg6_vrf_FR,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_j_2126_dg6_vrf_PL,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_n_2126_tg4_vrf_BE,1.3056121475031734
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_n_2126_tg4_vrf_CH,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_n_2126_tg4_vrf_DE,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_n_2126_tg4_vrf_DK,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_n_2126_tg4_vrf_FR,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_n_2126_tg4_vrf_PL,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_o_2126_tg5_vrf_BE,1.2881681797349072
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_o_2126_tg5_vrf_CH,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_o_2126_tg5_vrf_DE,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_o_2126_tg5_vrf_DK,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_o_2126_tg5_vrf_FR,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_o_2126_tg5_vrf_PL,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_p_2126_tg6_vrf_BE,1.4605623259451057
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_p_2126_tg6_vrf_CH,
ecosystem quality,freshwater and terrestrial acidification,mol H+-Eq,step_6_BE,f_p_2126_tg6_vrf_DE,
